name,calories,sugar,added_sugar,fat,fiber,protein,sodium,cholesterol,saturated_fat,carbohydrates,vitamin_c,calcium,potassium,magnesium,iron,omega3,monounsaturated_fat,zinc,phosphorus,vitamin_a,vitamin_b6,vitamin_b12,vitamin_e,vitamin_k,choline,niacin,health_label
"Toaster pastry, king size, iced",410.05,25.2,22.24,8.13,3.88,4.37,427.12,0.42,2.22,79.85,10.28,49.33,70.07,29.45,13.6,0.38,1.38,3.69,165.45,0.4907,0.6153,0.001657,2.175,0.0059,16.6,10.236,Unhealthy
"Crackers cheese, thin cut, seasoned",432.03,1.38,0.04,21.51,2.05,6.55,505,2.5,7.16,53.06,5.97,13.33,205.82,25.22,1.03,2.67,5.14,1.06,56.99,0.001,0.2827,0,3.994,0.0073,25.9,3.039,Unhealthy
"Brownie, mini, with sprinkles",459.06,37.31,32.65,22.3,1.56,4.66,204.65,52.65,7.15,59.93,0.92,26.42,126.57,12.55,2.34,1.72,8.3,0.3,56.98,0.0432,0.0493,2.50E-05,2.063,0.0082,16.6,2.313,Unhealthy
"Cake chocolate layer, frosted, with chocolate drizzle",394.84,21.09,18.34,15.08,1.97,5.99,201.48,69.89,5.52,58.79,0.2,32.22,127.59,21.26,1.12,1.16,4.97,0.61,105.02,0.0246,0.0456,0.000277,1.051,0.0035,15.94,1.646,Unhealthy
"Hazelnuts, hulled, lightly salted",543.88,2.55,0,42.28,13.16,19.94,3.2,0,5.39,20.9,0.83,229.61,731.69,234.82,3.17,5.94,11.04,3.37,684.13,0.0002,0.171,0,16.4,0.0043,54.44,3.421,Healthy
"Flax seeds, sliced, oil roasted",524.9,1.94,0,44.7,12.27,16.44,4.01,0,3.79,14.21,0.84,274.99,597.37,112.98,5.54,5.71,21.91,4.47,411.33,0.0007,0.1575,0,11.674,0.0035,21.27,2,Healthy
"Licorice, filled, milk chocolate",464.83,44.97,39.32,13.75,0.7,6.77,146.33,1.32,6.96,78.5,0.08,29.94,104.67,24.27,1.24,0.56,3.01,1.43,13.04,0.004,0.034,7.40E-05,1.95,0.0041,8.24,0.622,Unhealthy
"Lentils green, dried, cooked",126.25,0.98,0,1.33,14.72,10.46,5.96,0,0.14,18.11,1.29,41.65,374.84,55.93,2.58,0.16,0.22,1.45,110.8,0.0024,0.1224,0,0.218,0.0058,23.02,0.612,Healthy
"Cottage cheese, pasteurized, low fat",66.19,3.5,0.1,0.23,0,11.63,46.21,3.36,0.12,4.4,1.19,111.77,166.97,9.2,0.03,0.01,0.04,0.76,101.86,0.0111,0.0242,0.000515,0.079,0.0009,19.17,0.122,Healthy
"Cake chocolate layer, large, with icing",496.05,38.65,36.27,24.37,0.73,4.7,427.43,48.41,10.99,64.48,0.39,61.29,98.61,5.15,0.95,2.06,6.28,0.29,88.17,0.0259,0.0702,2.60E-05,1.072,0.005,13.05,2.255,Unhealthy
"Freekeh, cooked, boiled",182.17,1.33,0,3.93,3.2,13.66,7.64,0,0.72,23.04,0.01,10.58,104.66,56.2,3.2,0.23,1.08,1.27,276.93,0.0011,0.2796,0,1.486,0.0048,26.38,2.386,Healthy
"Ice cream vanilla, premium, with caramel ribbon",264.91,17.87,15.71,16.03,1.16,3.94,64.33,47.88,8.26,26.22,2.81,104.99,170.41,12.36,0.35,0.35,3.42,0.75,109.16,0.0701,0.0209,0.000209,0.16,0.0014,21.83,0.456,Unhealthy
"Cheese sauce, creamy, original recipe",330.89,11.49,10.53,28.61,0.39,1.73,719.35,13.37,10.51,16.62,2,41.95,80.18,5.29,0.96,3.7,6.9,0.49,84.77,0.0088,0.0269,4.10E-05,2.578,0.0723,19.78,0.615,Unhealthy
"Chicken drumstick skinless, cubed, roasted",133.44,0.46,0,3.96,0,23.52,73.78,65.13,1.34,0.93,0.11,6.95,315.47,26.37,0.62,0.42,1.46,1.14,186.28,0.0146,0.4185,0.000747,0.121,0.0042,56.81,11.352,Healthy
"Ranch dressing, regular, rich",731.02,10.81,9.77,62.62,0.05,4.63,617.81,14.88,24.19,37.23,0.86,48.83,181.91,10.87,0.73,6.14,13.73,0.29,29.62,0.0065,0.0444,2.40E-05,8.873,0.0871,16.48,0.707,Unhealthy
"Soda root beer concentrate, frozen, sugar added",201.97,33.04,32.76,1.49,0,0.45,28.23,0,0.56,46.69,0.83,15.27,38.68,9.11,0.18,0.02,0.3,0.09,29.11,0.0001,0.0009,0,0.042,0.0007,2.74,0.05,Unhealthy
"Carrots, cubed, boiled",56.45,4.11,0,0.21,3.13,3.01,14,0,0.03,10.63,22.89,51.98,254.1,10.74,1.02,0.04,0.02,0.44,19.02,0.0949,0.0633,0,0.9,0.0494,17.62,1.381,Healthy
"Milk low fat, cultured, room temperature",55.34,4.39,0.35,0.82,0,6.06,121.74,3.34,0.39,5.93,1.54,99.58,185.46,10.19,0.02,0.05,0.16,0.78,179.21,0.0482,0.0578,0.00092,0.016,0.0002,13.26,0.189,Healthy
"Tuna albacore, whole, grilled",138.94,0.11,0,4.86,0,23.41,85.93,78.64,0.65,0.39,1.43,26.58,332.37,39.98,0.43,1.05,1.33,1.67,260.12,0.0354,0.4933,0.002442,1.614,0.0025,74.24,6.812,Healthy
"Lamb's lettuce, whole leaf, boiled",27.85,0.27,0,0.53,2.29,3.21,69.46,0,0.07,2.56,32.81,56.21,554.79,44.52,1.1,0.05,0.05,0.38,22.69,0.3922,0.1575,0,2.824,0.4978,15.65,0.414,Healthy
"Cashews, ground, lightly salted",654.4,2.34,0,56.08,5.75,23.89,0.6,0,7.93,13.53,1.54,187.37,553.45,352.18,7.43,7.05,18.21,7.94,611.99,0.0011,0.2529,0,22.6,0.0022,56.53,5.236,Healthy
"Margarine, regular, original recipe",544.5,14.12,12.45,43.78,0.72,4.7,453.23,48.72,13.03,32.92,0.73,59,72.94,19.26,0.92,5.32,12.41,0.12,86.38,0.01,0.0412,5.10E-05,3.524,0.0668,12.27,0.453,Unhealthy
"Lentils brown, dried, pressure cooked",155.23,2.18,0,2.51,13.22,17.74,3.58,0,0.41,15.42,3.26,74.55,421.55,78.02,3.91,0.57,0.26,2.3,123.08,0.0017,0.2256,0,0.666,0.0092,39.76,2.566,Healthy
"Spinach, chopped, wilted",38.85,1.74,0,0.25,1.66,3.86,21.03,0,0.05,5.29,38.57,162.59,305.82,36.17,0.62,0.03,0.02,0.5,66.51,0.535,0.0995,0,1.692,0.7747,21.5,0.523,Healthy
"Chicken nuggets, classic, with mayo",345.34,5.55,4.4,22.58,1.01,16.26,659.05,49.6,10.12,19.27,0.77,50.66,271.64,24.81,1.51,1.24,5.51,2.07,233.78,0.0395,0.0887,0.001726,1.701,0.0014,20.49,4.088,Unhealthy
"Turkey tenderloin, boneless, braised",170.74,0.13,0,7.7,0,24.65,65.65,79.23,2.56,0.71,0.16,6.66,294.15,25.94,0.54,1.14,2.35,2.04,238.95,0.007,0.7298,0.000444,0.353,0.0038,88.02,10.956,Healthy
"Ice cream cookie dough, super premium, with caramel ribbon",191.93,18.23,16.8,8.37,0.28,2.44,74.77,59.75,5.29,26.71,1.32,89.08,101.6,10.8,0.21,0.17,1.69,0.32,87.28,0.0593,0.0258,0.00044,0.324,0.001,15.21,0.358,Unhealthy
"Chips salt and vinegar, regular, ranch flavored",494.41,3.31,0.7,31.29,4.89,7.37,446.53,6.81,7.69,45.83,7.17,38.02,280.14,26.49,1.42,2.62,8.59,0.98,111.66,0.0005,0.2066,0,4.532,0.0031,19.28,3.761,Unhealthy
"Tuna albacore, whole, baked",182.46,0.09,0,12.54,0,17.17,119.28,54.77,1.24,0.23,1.26,45.14,401.53,37.38,1.7,2.97,1.89,1.71,151.19,0.0313,0.487,0.009888,0.341,0.0026,71.33,11.064,Healthy
"Pumpkin seeds, sliced, blanched",648.61,4.04,0,53.73,11.46,19.84,3.37,0,5.06,21.42,1.91,147.24,556.21,153.18,2.16,4.71,19.78,3.71,660.04,0.0017,0.3225,0,24.532,0.0004,25.12,2.781,Healthy
"Frozen custard, premium, with cookie pieces",309.63,28.13,24.9,16.39,1.88,2.83,83.34,58.52,9.45,37.7,2.4,94.27,118.52,11.52,0.31,0.71,3.33,0.67,137.21,0.0985,0.0326,0.000466,0.111,0.001,21.79,0.26,Unhealthy
"Chips tortilla, thin cut, seasoned",430.85,1.6,0.3,21.73,1.75,4.48,583.76,7.71,8.58,54.34,9,18.98,487.51,18.33,1.83,1.16,6.05,1.08,160.56,0.0015,0.341,0,3.803,0.0026,24.29,2.582,Unhealthy
"Halibut, steak, smoked",68.28,0.11,0,0.72,0,15.05,77.59,43,0.11,0.4,2.73,14.68,406.41,24.43,1.19,0.11,0.19,0.77,272.63,0.0361,0.2792,0.008804,0.369,0.0029,69.17,11.332,Healthy
"Milk fat free, strained, room temperature",73.04,2.71,0.25,2.36,0,9.8,40.66,10.69,0.72,3.15,1.32,113.95,177.06,8.86,0.09,0.13,0.48,0.4,123.44,0.0532,0.079,0.000657,0.032,0.0008,16.75,0.11,Healthy
"Hemp seeds, chopped, dry roasted",587.65,2.09,0,49.73,7.84,24.83,4.61,0,7.35,10.19,0.52,189.31,551.63,136.43,4.88,7.1,16.45,3.24,693.93,0.0013,0.1651,0,6.557,0.002,49.27,5.881,Healthy
"Soda root beer concentrate, extra sweet, fortified",222.71,48.5,44,0.19,0,0.58,12.86,0,0.02,54.67,2.45,3.09,1.22,5.77,0.38,0,0.01,0.01,5.77,0.0007,0.0137,0,0.031,0.0002,1.88,0.47,Unhealthy
"Burrito bean cheese, value, fried",289.21,4.2,3.66,15.97,0.85,15.55,729.3,68.03,4.76,20.82,2.22,126.32,199.41,29.53,1.14,0.71,4.17,1.73,232.14,0.0341,0.1871,0.001864,1.375,0.0043,27.05,4.163,Unhealthy
"Wonton fried, regular, with cheese sauce",385.82,6.67,3.58,22.7,1.65,14.73,524.91,35.28,9.86,30.65,3.75,154.28,173.93,22.25,1.27,1.77,8.67,1.34,152.67,0.0305,0.1995,0.000933,1.736,0.0014,20.5,2.232,Unhealthy
"Gelato, super premium, sugar cone",251.63,20.95,17.25,12.51,0.83,3.33,99.88,46.23,7.97,31.43,0.94,124.42,213.71,17.21,0.15,0.69,3.46,0.98,107.41,0.1296,0.0203,0.000483,0.353,0.0018,19.03,0.26,Unhealthy
"Cereal cookie flavored, regular, honey glazed",396.79,26.78,24.27,7.67,1.35,5.35,316.66,0.08,1.98,76.59,13.13,39.31,171.52,16.47,3.89,0.34,2.31,1.89,87.57,0.3889,0.6161,0.004634,0.804,0.0083,17.84,14.023,Unhealthy
"Frosting chocolate, creamy, rich",755.46,11.32,10.44,66.74,0.1,3.44,842.32,48.81,23.59,35.26,1.78,53.54,199.4,18.12,0.51,3.85,26.59,0.26,23.69,0.0046,0.0843,7.30E-05,3.082,0.0335,10.42,0.859,Unhealthy
"Cereal peanut butter sweet, regular, sweetened",404.05,38.83,33.56,10.21,4.48,7.31,383.99,0.43,3.1,70.73,16.55,49.57,73.34,16.69,3.2,0.85,1.81,3.97,157.63,0.3389,0.6825,0.001949,0.609,0.0036,18.24,14.707,Unhealthy
"Leek, diced, raw",38.55,1.53,0,0.31,1.27,3.15,48.16,0,0.04,5.79,51.28,14.68,379.49,28.71,0.37,0.04,0.01,0.16,17.26,0.2039,0.0802,0,0.235,0.0466,13.81,0.324,Healthy
"Tofu silken, cubed, steamed",107.02,0.41,0,2.82,0.2,18.17,162.86,129.14,0.69,2.24,0.12,131.44,150.2,22.42,2.1,0.27,0.44,0.72,199.22,0.076,0.0918,0.000419,0.135,0.0007,41.72,2.623,Healthy
"Pastrami, chunk, pan fried",291.87,0.13,0.05,23.91,0,14.31,1154.1,100.83,9.28,4.86,6.46,27.96,243.39,17.64,0.85,1.55,8.74,3.26,117.44,0.0058,0.1577,0.002691,0.283,0.0009,33.11,2.216,Unhealthy
"Cream cheese spread, thick, double cream",371.01,9.86,7.49,28.09,1.01,2.23,586.04,14.39,5.81,27.32,2.62,31.13,192.98,7.74,0.22,3.89,7.86,0.17,63.83,0.0077,0.0467,6.20E-05,1.325,0.0408,11.93,0.686,Unhealthy
"Salmon Atlantic, whole, raw",189.63,0.35,0,8.63,0,27.03,94.24,53.04,1.86,0.96,0.26,17.71,364.73,28.8,0.95,1.77,3.33,1.42,239.87,0.0372,0.555,0.002322,1.263,0.0016,69.72,10.328,Healthy
"Beet greens, mature, boiled",35.9,1.38,0,0.34,2.88,3.95,28.26,0,0.04,4.26,51.59,236.25,391.24,22.7,1.83,0.05,0.04,0.7,20.1,0.2119,0.2316,0,2.328,0.6206,15.86,1.011,Healthy
"Cornish hen, whole, broiled",185.95,0,0,7.75,0,28.69,43.7,68.89,2.04,0.36,0.02,12.52,335.72,28.49,0.62,0.56,3.35,1.59,164.12,0.009,0.7901,0.000389,0.124,0.0009,61.44,7.64,Healthy
"Flax seeds, whole, soaked",661.23,4.07,0,55.71,7.89,23.17,3.28,0,7.97,16.79,1.81,201.83,669.17,156.42,7.45,9.41,19.32,3.58,535.94,0.0004,0.3591,0,12.887,0.003,58.95,5.855,Healthy
"Ice cream mint chip, regular, chocolate coated",258.73,20.28,16.54,11.41,1.4,4.14,85.09,34.08,5.12,34.87,2.7,108.46,114.44,24.7,0.27,0.49,2.28,0.61,93.72,0.0932,0.0468,0.000378,0.385,0.0012,20.46,0.495,Unhealthy
"Ice cream bar chocolate, soft serve, with chocolate chips",259.92,18.11,15.51,12.84,0.54,4.79,65.76,32.48,6.46,31.3,0.25,101.12,123.56,9.68,0.31,0.56,2.42,0.37,102.35,0.0959,0.0955,0.000375,0.185,0.0018,20.74,0.411,Unhealthy
"Chocolate spread, whipped, double cream",837.76,26.58,18.66,74.48,0.16,2.25,759.09,45.79,23.7,39.61,4.42,25.46,142.78,15.19,0.97,10.42,16.55,0.28,73,0.0005,0.0902,3.50E-05,2.372,0.036,19.33,0.901,Unhealthy
"Ice cream sandwich, regular, with sprinkles",338.24,24.23,22.65,19.2,0.22,3.36,97.34,70.03,11.6,38,0.67,100.39,140.62,16.28,0.44,0.86,4.53,0.48,74.55,0.0783,0.0484,0.000338,0.346,0.0029,26.65,0.445,Unhealthy
"Cereal frosted flakes, family size, caramel dipped",412.87,35.64,33.76,11.59,3.59,6.95,315.2,3.31,5.59,70.19,10.5,23.87,108.93,25.07,8.57,0.46,3.91,4.69,124.56,0.4951,0.5079,0.002145,0.866,0.0088,19.68,8.582,Unhealthy
"Cookie chocolate chip, mini, with powdered sugar",483.91,35.91,31.23,20.91,1.08,6.14,213.18,32.44,9.42,67.79,0.83,32.87,94.58,6.07,0.67,1.76,5.8,0.89,144.55,0.043,0.0151,4.10E-05,2.333,0.0041,12.19,1.317,Unhealthy
"Corn sweet, wedged, boiled",28.31,1.79,0,0.43,2.1,2.22,36.35,0,0.07,3.89,38.48,16.11,276.1,25.9,0.35,0.08,0.04,0.44,16.2,0.0387,0.1428,0,0.264,0.0395,23.6,0.969,Healthy
"Funnel cake, thick cut, double fried",373.99,0.81,0.34,22.31,1.29,14.43,459.23,31.64,7.32,28.87,0.16,20.98,425.9,29.08,0.64,2.25,8.56,0.42,138.26,0,0.2732,8.00E-06,2.856,0.0094,27.61,2.709,Unhealthy
"Chicken drumstick skinless, medallion, broiled",107.09,0.04,0,2.77,0,20.31,58.74,76.42,0.96,0.23,0.02,11.96,329.79,24.96,1.28,0.3,0.7,1.57,212.79,0.0163,0.4062,0.000476,0.478,0.005,84.03,14.435,Healthy
"Fudge, wrapped, fruit flavored",359.98,42.31,35.92,10.14,2.25,2.98,117.45,2.98,5.36,64.2,1.17,35.93,293.73,29.86,0.28,0.14,1.95,1.45,121.28,0.0053,0.0996,0.000134,1.162,0.0026,2.74,0.55,Unhealthy
"Raspberry, sliced, ripe",79.75,9.03,0,0.79,3.02,0.62,0.02,0,0.07,17.54,37.77,27.28,94.56,13.03,0.2,0.04,0.06,0.1,22,0.0113,0.1103,0,0.231,0.0013,9.33,0.43,Healthy
"Greek yogurt plain, creamy, fresh",84.68,2.68,0.24,2.72,0,10.86,133.87,13.82,1.44,4.19,0.72,194.66,172.27,8.88,0,0.07,0.72,0.58,162.74,0.0187,0.0453,0.000461,0.032,0.0003,11.7,0.14,Healthy
"Bacon, diced, smoked",207.13,0,0,15.85,0,15.55,1469.39,99.16,6.68,0.57,1.32,26.94,313.93,14.14,1.2,0.73,7.04,2.11,188.65,0.0091,0.2193,0.002838,0.182,0.0048,37.62,4.295,Unhealthy
"Spelt, dry, simmered",238.19,2.5,0,4.59,3.31,11.77,3.02,0,0.58,37.45,0.28,46.86,118.97,64,2.72,0.72,1.13,1.63,343.23,0.0012,0.4229,0,1.002,0.003,20.33,3.663,Healthy
"Licorice, layered, sugar coated",429.34,52.75,47.36,12.34,2.43,2.51,102.55,15.82,5.26,77.06,0.57,48.59,282.88,20.04,2.62,0.69,3.92,1.08,124.2,0.0014,0.074,3.40E-05,0.267,0.0025,3.11,0.473,Unhealthy
"Breadsticks cheese, bite size, cheese dusted",449.83,3.33,0.57,24.99,1.05,7.18,658.36,5.98,7.56,49.05,8.93,22.81,214.01,37.67,1.27,2.87,8.31,1.14,75.7,0.0086,0.3221,0,4.618,0.0076,26.68,2.419,Unhealthy
"Brazil nuts, sliced, dry roasted",537.72,1.43,0,44.88,9.37,22.65,4.23,0,5.48,10.8,1.69,291.16,630.53,365.87,2.97,7.57,12.47,7.37,406.1,0.0015,0.3557,0,18.368,0.001,37.03,3.282,Healthy
"Muffin chocolate chip, large, with glaze",407.49,21.19,19.02,18.57,1.71,6.54,247.08,70.17,6.63,53.55,0.49,26.47,54.1,22.19,1.56,1.12,4.99,0.74,105.06,0.0443,0.0777,0.00015,1.862,0.0036,33.63,0.572,Unhealthy
"Pie crust filled, double layered, with cream filling",452.31,34.45,31.22,16.35,0.91,6.91,436.07,65.99,5.53,69.38,0.58,45.3,102.32,17.77,2.87,0.56,5.08,0.76,77.2,0.019,0.0338,0.000159,2.399,0.0103,29.71,0.915,Unhealthy
"Pumpkin seeds, halved, unsalted",604.21,3.78,0,47.49,9.69,22.12,4.75,0,3.55,22.08,0.81,94.17,595.25,198.66,5.42,3.28,13.48,3.89,509.87,0.0029,0.2719,0,3.669,0.0027,49.65,4.406,Healthy
"Granola bar yogurt coated, king size, sugar frosted",370.95,22.89,19.94,6.71,3.54,4.25,257.4,2.15,2.43,73.39,2.53,69.63,56.3,16.32,8.37,0.3,1.17,1.75,89.44,0.2072,0.5908,0.004977,2.808,0.0065,17.06,13.52,Unhealthy
"Swiss chard, shredded, raw",32.72,1.04,0,0.4,2.49,3.75,60.5,0,0.06,3.53,109.48,210.16,484.79,39.97,1.83,0.08,0.03,0.78,57.68,0.3784,0.1525,0,0.527,0.6153,14.56,0.953,Healthy
"Cod, canned in water, poached",205.37,0.07,0,10.77,0,26.53,116.55,61.43,2.52,0.58,0.15,6.26,257.03,21.2,1.75,1.54,3.57,0.52,299.74,0.0251,0.532,0.009088,0.394,0.0028,74.57,3.027,Healthy
"Dandelion greens, diced, microwaved",33.13,1.06,0,0.33,2.2,2.45,25.08,0,0.06,5.09,50.58,108.55,259.95,50.08,2.8,0.04,0.01,0.35,27.35,0.2976,0.0668,0,1.537,0.2687,22.9,0.954,Healthy
"Cereal marshmallow, family size, iced",395.88,43.17,39.7,5.8,4.94,3.39,214.49,4.75,0.92,82.53,10.77,29.42,153.26,11.15,11.67,0.14,1.39,2.35,115.52,0.1031,0.6904,0.004957,3.805,0.0019,18.51,8.788,Unhealthy
"Cashews, shelled, toasted",579.2,4.26,0,46.88,7.27,15.06,4.18,0,6.78,24.26,1.43,179.98,747.82,170.14,2.03,9.08,17.45,4.86,617.13,0.0027,0.3991,0,16.003,0.0048,59.95,7.306,Healthy
"Bell pepper green, florets, boiled",48.53,1.15,0,0.45,2.12,3.48,18.64,0,0.08,7.64,47.14,13.57,222.96,19.04,1.24,0.04,0.01,0.44,55.01,0.0904,0.2935,0,1.366,0.0625,5.76,0.694,Healthy
"Tartar sauce, creamy, homestyle",488.37,7.8,6.31,40.81,0.25,2.38,1173.97,29.81,8.27,27.89,4.24,49.2,194.42,12.67,0.92,2.88,11.96,0.2,81.82,0.0069,0.0626,2.40E-05,2.845,0.0646,17.51,0.623,Unhealthy
"Ice cream chocolate, coated, with caramel ribbon",323.09,28.1,24.79,17.49,0.95,2.52,57.39,69.62,8.11,38.9,1.86,101.47,214.28,18.18,0.24,0.83,3.29,0.34,109.54,0.075,0.035,0.000336,0.423,0.0003,19.18,0.162,Unhealthy
"Pastrami, chunk, smoked",344.54,1.14,0.4,29.22,0,17.27,1281.71,84.22,8.99,3.12,3.39,18.49,184.48,12.45,0.76,1.38,11.64,2.12,131.56,0.0078,0.122,0.002881,0.367,0.0032,50.38,5.616,Unhealthy
"Pistachios, chopped, dry roasted",656.99,4.6,0,55.51,13.68,17.47,3.49,0,5.31,21.88,0.29,82.33,685.3,246.52,5.4,8.31,12.06,4.72,621.06,0.0008,0.1315,0,9.884,0.0001,40.99,5.357,Healthy
"Cabbage, chopped, roasted",50.4,2.09,0,0.4,3.15,2.77,36.84,0,0.08,8.93,72.08,10.31,183.74,12.43,1.1,0.05,0.03,0.27,18.32,0.1878,0.2616,0,1.165,0.0387,10.72,1.448,Healthy
"Ice cream butter pecan, hard packed, with chocolate chips",239.42,16.79,15.9,13.9,1.87,2.22,99.43,76.02,5.93,26.36,1.76,95.37,143.2,16.92,0.35,0.67,3.65,0.86,126.38,0.1111,0.0811,0.000376,0.178,0.0016,21.82,0.339,Unhealthy
"Fried cheese sticks, regular, double fried",364.86,4.11,1.04,17.66,2.12,7.58,435.58,37.42,4.96,43.9,2.96,36.48,217.42,16.87,1.65,1.35,5.26,0.39,75.48,0.0059,0.1997,1.00E-06,2.002,0.0061,13.86,1.808,Unhealthy
"Tomato, whole, steamed",38.75,1.86,0,0.19,3.03,3.36,27.67,0,0.02,5.9,25.59,46.55,383.44,11.76,0.33,0.02,0.01,0.41,34.66,0.4186,0.2412,0,0.411,0.144,15.3,0.665,Healthy
"Lima beans, sprouted, pressure cooked",150.22,0.94,0,2.06,13.12,17.07,13.48,0,0.23,15.85,4.63,33.08,451.07,45.3,2.08,0.32,0.22,2.5,273.87,0.0043,0.3752,0,0.399,0.009,40.19,1.021,Healthy
"Asparagus, julienned, steamed",41.23,2.84,0,0.23,2.92,2.51,47.03,0,0.04,7.28,25.9,10.23,195.79,22.19,0.99,0.04,0.01,0.12,15.58,0.2079,0.2333,0,1.412,0.0657,13.19,0.729,Healthy
"Turnip, chopped, sauteed",32.98,1.25,0,0.22,2.1,3.17,25.43,0,0.03,4.58,71.27,42.13,343.14,16.7,0.84,0.02,0.02,0.23,22.1,0.0767,0.0682,0,1.546,0.0916,24.65,1.051,Healthy
"Fried calamari, thick cut, double fried",364.78,2.93,1.03,21.34,1.91,5.62,474.2,57.64,6.31,37.56,7.32,36.89,441.04,15.08,0.75,1.19,7.93,0.82,68.04,0.0073,0.2557,0.000867,0.756,0.0134,25.78,1.989,Unhealthy
"Spam, diced, ready to eat",258.35,0.23,0.12,23.43,0,10.06,890.8,52.33,7.13,1.81,0.3,32.48,209.91,21.73,0.58,1.13,10.36,1.82,169.46,0.0034,0.1776,0.00065,0.401,0.003,49.07,3.474,Unhealthy
"Mozzarella sticks, loaded, grilled with sauce",305.06,9.34,4.99,12.18,1.26,16.25,940.68,59.21,3.75,32.61,2.35,150.93,247.66,21.75,2.05,1.16,3.6,1.26,134.3,0.0409,0.0676,0.000629,0.823,0.0054,41.14,3.799,Unhealthy
"Nectarine, raw, canned in juice",47.73,7.67,0,0.29,1.7,0.52,4.17,0,0.03,10.76,86.81,14,319.49,18.99,0.39,0.04,0.02,0.27,17.2,0.008,0.0503,0,0.922,0.0022,5,0.74,Healthy
"Frozen custard, coated, with sprinkles",260.12,26,21.9,12.72,0.74,2.16,101.43,42.47,7.06,34.25,2.44,149.37,166.7,8.66,0.29,0.35,2.83,0.64,80.62,0.0593,0.0691,0.000497,0.405,0.0003,20.41,0.256,Unhealthy
"Chicken nuggets, double, with mayo",367.41,4.8,3.45,24.01,0.61,19.14,870.8,72.03,11.59,18.69,1.18,182.04,246.28,14.37,1.05,2.23,7.29,1.37,160.69,0.02,0.1122,0.000901,1.009,0.0045,34.85,5.586,Unhealthy
"Flax seeds, halved, blanched",607.05,3,0,48.61,6.15,24.72,2.66,0,3.1,17.67,0.57,268.1,562.65,370.07,3.42,10.83,18.74,6.85,396.82,0.0014,0.3512,0,18.032,0.0041,47.46,5.333,Healthy
"Celery, julienned, raw",44.01,3.73,0,0.21,2.72,2.56,6.87,0,0.02,7.97,76.73,48.9,360.06,13.14,0.45,0.04,0.02,0.22,56.28,0.2228,0.2874,0,0.866,0.013,18.64,1.139,Healthy
"Frozen pie, swirled, plain",232.26,22.11,17.81,8.38,0.29,2.5,62.55,32.33,4.91,36.71,0.82,97.51,186.67,14.19,0.41,0.23,1.4,0.93,129.83,0.0549,0.0636,0.00037,0.138,0.0015,26.37,0.49,Unhealthy
"Cornish hen, boneless, poached",173.6,0.07,0,5.84,0,30.11,65.41,61.46,1.21,0.15,0.33,14.19,269.55,21.05,0.75,0.33,2.44,0.81,248.28,0.0089,0.7235,0.00075,0.389,0.0021,66.59,13.011,Healthy
"Cranberry, halved, dried unsweetened",79.13,11.57,0,0.41,3.57,1.2,0.31,0,0.04,17.66,34.04,31.74,331.2,14.24,0.25,0.06,0.01,0.06,21.13,0.0185,0.1175,0,1.096,0.0069,11.83,0.765,Healthy
"Ice cream rocky road, coated, with caramel ribbon",324.82,21.21,17.83,19.14,0.49,2.41,107.31,55.42,9.61,35.73,0.94,132.3,110.95,17.82,0.35,0.86,4.84,0.57,71.97,0.1095,0.0623,0.000356,0.245,0.001,29.55,0.366,Unhealthy
"Summer sausage, links, smoked",338.96,0.31,0.17,29.12,0,17.73,1192.64,65.69,11.3,1.49,5.38,43.47,167.04,15.08,0.89,1.81,11.18,2.39,106.72,0.0096,0.2252,0.001961,0.136,0.0014,42.95,4.987,Unhealthy
"Soda orange concentrate, powder, fortified",265.56,51.4,49.66,1.44,0,1.97,19.59,0,0.33,61.18,1.45,8.9,29.06,7.14,0.16,0.05,0.36,0.09,24.53,0.0006,0.0078,0,0.069,0.0008,2.7,0.355,Unhealthy
"Cottage cheese, cultured, low fat",72.34,2.93,0.22,2.5,0,9.01,113.52,3.72,1.38,3.45,1.55,156.21,117.43,9.86,0.02,0.13,0.46,0.7,169.01,0.0743,0.0787,0.000482,0.035,0.0008,14.55,0.192,Healthy
"Cucumber, julienned, roasted",46.3,2.3,0,0.18,1.6,2.25,20.51,0,0.03,8.92,17.33,40.74,203.16,16.1,0.74,0.01,0.02,0.31,25.24,0.0632,0.2457,0,1.92,0.1154,10.88,1.103,Healthy
"Pine nuts, whole, lightly salted",592.7,3.01,0,49.02,5.56,23.89,4.68,0,4.41,13.99,0.68,166.16,777.71,218.73,7.97,3.16,11.65,5.89,578.1,0.0029,0.4314,0,7.111,0.0013,24.56,1.514,Healthy
"Candy coated chocolate, king size, milk chocolate",314.29,51.58,47.52,5.89,1.01,2.01,185.23,10.46,1.77,63.31,0.1,27.76,201.37,16.72,2.82,0.36,0.89,0.71,13.78,0.0077,0.0983,0.000193,0.836,0.0003,2.27,0.189,Unhealthy
"Pine nuts, chopped, soaked",672.76,2.78,0,55.88,14.94,19.54,2.01,0,2.91,22.92,0.37,268.59,585.75,196.03,2.57,10.78,11.43,5.88,674.35,0.0007,0.1255,0,3.5,0.0026,32.96,6.114,Healthy
"Ice cream peanut butter, premium, plain",318.6,27.4,22.87,15.92,0.09,4.52,50.41,60.09,7.81,39.31,2.62,120,126.75,10.36,0.22,0.75,3.82,0.66,60.76,0.0895,0.0498,0.000468,0.222,0.0015,27.2,0.187,Unhealthy
